,N1_3,N2_3,ocean_3,KR_3,N3_3,N4_3,N5_3,N6_3,C1_3,C2_3,C3_3,C4_3,C5_3,GR_3,GR_8,S1_3,S1_8,S1_20,S1_30,S2_3,S2_8,S2_20,S2_30,S3_3,S3_8,S3_20,S3_30,S4_3,S4_8,S4A_20,S4B_20,S4_30,S5_3,S5_8,S5_30,S6_3,S6_8,S6_20,S6_30
OTU0598,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0599,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0600,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0601,0,1,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU0602,0,2,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU0603,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
OTU0604,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OTU0605,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0606,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU0607,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0608,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0609,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0610,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0611,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0612,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0613,52,71,5,0,91,94,126,102,61,26,72,81,35,53,21,32,2,0,0,40,1,21,5,58,2,1,1,51,14,4,0,13,30,7,0,62,4,1,2
OTU0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1
OTU0616,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0
OTU0617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
OTU0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
OTU0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
OTU0620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1
OTU0621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
OTU0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU0627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU0630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU0631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU0632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU0634,2,2,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0635,7,19,0,0,9,9,17,9,7,4,9,9,3,4,0,1,0,0,0,6,1,1,0,3,0,0,0,6,1,0,0,1,10,1,0,6,1,0,0
OTU0636,6,2,1,0,6,9,8,7,7,1,6,1,1,4,1,0,0,0,0,4,0,3,2,1,0,0,0,8,1,0,0,2,2,1,0,5,2,0,0
OTU0637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
OTU0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3
OTU0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU0640,2,6,0,0,2,5,5,0,2,1,4,2,2,5,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,1,0,0,2,0,0,3,0,0,0
OTU0641,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1
OTU0643,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
OTU0645,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0646,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0647,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0648,1045,814,56,35,1238,971,1221,1041,636,539,867,1149,538,755,483,487,79,18,7,841,68,241,53,800,98,20,6,697,139,55,7,73,546,100,8,869,165,28,23
OTU0649,238,139,7,1,215,191,204,213,122,84,210,201,67,63,91,63,11,4,0,114,10,52,13,157,20,1,1,89,21,15,2,24,64,17,1,135,28,3,7
OTU0650,28,22,0,0,23,26,31,32,16,9,13,33,12,9,15,9,1,0,0,17,0,1,1,28,1,0,0,17,2,0,0,0,13,0,0,20,2,0,1
OTU0651,25,12,0,1,22,29,20,21,24,16,27,24,15,4,8,14,0,0,0,26,1,4,1,16,1,1,0,16,1,1,0,1,13,6,0,24,4,1,0
OTU0652,11,17,1,0,16,24,22,18,14,11,18,24,13,2,10,8,0,0,0,21,1,2,0,14,4,0,0,14,2,0,0,0,16,1,0,18,3,0,1
OTU0653,10,11,2,0,15,8,24,8,16,10,15,30,9,11,10,10,2,0,0,17,2,1,1,12,1,0,0,14,4,2,0,0,7,3,0,13,1,0,0
OTU0654,21,16,0,0,17,11,18,21,16,3,15,13,11,4,7,6,2,0,0,12,0,3,1,17,1,1,0,11,4,0,0,0,9,3,0,15,0,0,0
OTU0655,23,10,1,0,11,12,14,12,10,7,10,15,7,8,11,3,3,0,0,6,0,5,2,6,1,0,0,7,0,0,0,2,5,1,0,8,3,1,0
OTU0656,10,4,0,0,7,5,8,6,3,0,5,4,1,0,1,2,0,0,0,1,1,3,0,5,1,0,0,3,0,0,0,3,2,0,0,2,2,0,0
OTU0657,3,2,0,0,1,5,7,4,2,0,2,8,3,6,2,4,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0
OTU0658,0,3,0,0,3,3,3,7,0,1,2,1,2,2,2,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,2
OTU0659,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU0660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0
OTU0661,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
OTU0662,304,373,56,6,288,248,317,204,377,487,521,340,580,695,202,456,158,207,313,456,140,396,409,349,200,197,178,540,144,206,233,479,423,181,310,401,194,208,304
OTU0663,1,1,0,0,1,0,0,0,2,2,0,1,3,0,17,1,60,454,357,0,184,195,215,1,150,373,344,7,58,305,336,600,1,91,433,1,81,285,391
OTU0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,464,0,1,124,481,0,2,164,305,1,0,111,169,230,0,1,234,0,0,77,259
OTU0665,93,92,3,5,116,95,78,67,65,87,68,71,79,127,32,153,36,0,0,110,27,29,15,32,33,4,2,77,35,10,1,15,73,26,0,91,24,3,7
OTU0666,7,15,5,2,15,18,23,18,28,44,36,23,23,23,83,38,90,5,3,45,109,7,4,27,117,8,0,41,64,8,4,12,32,91,8,34,81,3,1
OTU0667,36,45,6,0,24,31,31,25,35,44,56,38,54,40,18,39,11,14,25,32,14,38,52,37,21,8,12,34,12,22,16,41,32,34,28,27,33,11,29
OTU0668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,107,0,1,26,89,0,0,33,85,0,0,22,46,51,0,0,68,0,0,26,65
OTU0669,19,27,1,0,15,25,23,20,28,53,42,46,38,46,11,25,9,0,0,53,7,4,1,26,9,3,0,22,3,1,2,2,23,2,1,28,3,1,1
OTU0670,25,23,3,0,42,19,22,18,26,20,38,25,19,6,42,6,17,0,0,19,13,5,0,28,15,0,1,28,16,0,0,2,12,22,1,11,26,0,0
OTU0671,21,28,1,0,25,21,20,14,20,27,18,10,21,25,10,18,7,0,0,25,3,5,1,13,7,1,0,26,6,3,0,0,22,4,0,35,6,1,2
OTU0672,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,36,0,5,7,18,0,4,13,14,0,0,7,20,36,0,0,43,0,3,7,16
OTU0673,13,13,0,0,4,13,11,9,6,16,10,7,14,55,9,32,0,0,0,27,0,6,1,2,4,0,0,22,0,3,0,2,29,1,1,22,2,0,1
OTU0674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,0,0,16,83,0,0,17,31,0,0,10,20,27,0,0,26,0,0,13,32
OTU0675,7,1,0,0,5,2,4,2,3,10,11,5,6,0,10,3,17,11,4,7,18,11,2,2,25,15,7,5,8,8,3,2,1,10,4,1,22,6,6
OTU0676,14,14,0,0,13,5,8,8,14,12,14,17,15,30,6,11,0,0,0,15,0,5,0,8,1,0,0,15,2,1,0,0,11,1,0,14,3,1,1
OTU0677,11,9,2,0,5,3,3,8,11,8,18,6,9,5,11,5,2,4,1,6,2,3,8,5,3,5,0,18,3,6,1,9,5,6,3,6,7,0,4
OTU0678,1,0,0,0,1,0,0,2,0,0,3,0,0,0,1,1,9,12,6,2,36,16,3,0,21,20,7,1,5,6,11,13,0,16,4,1,6,5,12
OTU0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,10,32,0,0,8,10,0,0,5,15,12,0,0,15,0,0,4,22
OTU0680,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,6,1,9,1,8,0,4,1,3,0,1,0,2,6,0,1,6,0,1,0,1
OTU0681,6,4,0,0,3,3,8,3,1,15,7,6,9,14,4,2,1,3,0,5,2,2,2,3,1,1,0,7,0,1,2,3,2,0,0,7,0,2,0
OTU0682,3,5,0,0,6,9,7,0,6,4,5,3,7,4,2,2,0,0,0,3,0,2,1,2,2,0,0,5,0,1,0,0,4,0,0,5,1,0,1
OTU0683,3,2,0,0,3,5,0,2,4,7,5,3,4,1,5,1,0,0,0,9,1,3,0,2,3,1,0,1,1,0,0,0,6,0,1,3,3,0,0
OTU0684,2,3,0,1,1,2,2,1,2,6,5,3,6,0,3,1,5,0,0,4,5,2,0,2,2,0,0,5,3,0,0,0,3,3,0,2,1,0,0
OTU0685,4,1,0,0,1,0,0,4,1,0,5,0,2,0,9,6,2,0,0,2,5,1,0,3,6,0,0,3,3,1,0,1,1,4,0,2,4,1,1
OTU0686,1,0,1,0,0,0,0,0,0,3,2,1,0,0,4,2,2,0,0,0,2,0,0,1,4,1,0,0,0,1,1,0,0,2,0,0,2,1,1
OTU0687,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0688,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU0689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,1,1,0,0,2,3,0,0,0,0,1,0,0,2,0,1,2,1
OTU0690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,2,0,0,1,1,1,0,0,1,0,0,0,4
OTU0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,0,0,3,0,0,0,0,1,0,0,4,0,0,1,2
OTU0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,2,0,2,0,0,1,1,0,0,0,1,0,0,1,1
OTU0693,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,2,0,1
OTU0694,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0
OTU0695,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU0696,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0697,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU0698,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU0699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU0701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU0709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0710,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0
OTU0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU0712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU0713,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
OTU0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0715,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,8,2,0,2,2,3,1,2,2,0,1,1,2,8,13,0,0,4,0,0,1,0
OTU0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,2,3,0,1,1,0,0,0,0,1,7,0,0,0,0,1,2,2
OTU0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,4,0,0,2,0,0,1,0
OTU0718,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0719,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
OTU0720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,2,10,0,0,0,0
OTU0723,26,13,1,2,3,4,6,2,6,6,23,6,9,0,8,5,36,215,340,11,144,372,395,10,62,161,175,7,22,269,371,242,4,49,183,5,32,232,330
OTU0724,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,64,0,4,35,70,1,3,13,24,0,2,15,26,29,0,1,36,0,3,12,56
OTU0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,77,0,0,6,68,0,0,14,34,0,0,11,19,37,0,0,46,0,0,13,44
OTU0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,0,0,14,57,0,1,15,23,0,0,15,19,25,0,1,49,0,0,19,35
OTU0727,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0728,347,369,10,7,473,625,854,755,448,291,542,475,281,229,102,234,15,0,0,370,11,87,33,358,12,8,3,344,47,25,0,48,245,27,3,425,23,10,2
OTU0729,3,6,0,0,10,16,12,7,7,8,2,9,1,5,1,5,0,0,0,9,0,0,1,3,0,0,0,2,2,0,0,1,8,0,0,3,1,0,0
OTU0730,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,0,0,0,5,0,0,2,0,14,0,5,0,0,9,0,0
OTU0731,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,42,0,6,0,0,0
OTU0732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
OTU0733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1
OTU0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU0735,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0736,0,0,0,6,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
OTU0737,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0738,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU0739,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0740,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU0741,2,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU0742,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0743,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0744,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0745,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU0747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0748,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0749,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU0750,0,0,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0751,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU0752,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU0753,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU0754,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0755,1,1,0,0,2,1,3,1,1,3,0,1,0,13,3,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1
OTU0756,14,2,0,0,1,1,3,1,1,1,2,0,0,0,11,7,0,0,6,2,0,0,1,0,0,0,0,0,1,0,3,2,0,16,0,0,1,0,1
OTU0757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU0758,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,3,5,1,0,1,0,0,3,0,1,0,0,0,1,0
OTU0759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,3,0
OTU0760,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU0761,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
