,N1_3,N2_3,ocean_3,KR_3,N3_3,N4_3,N5_3,N6_3,C1_3,C2_3,C3_3,C4_3,C5_3,GR_3,GR_8,S1_3,S1_8,S1_20,S1_30,S2_3,S2_8,S2_20,S2_30,S3_3,S3_8,S3_20,S3_30,S4_3,S4_8,S4A_20,S4B_20,S4_30,S5_3,S5_8,S5_30,S6_3,S6_8,S6_20,S6_30
OTU2723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,8,0,3,1,0,3,0,0,2,0,0
OTU2724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU2725,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,4,1,0,3,0,0,0,0,0,0,0,1,2,0,0,55,0,2,10,0,0
OTU2726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,1,0,2,2,2,1,0,3,3,0,1,0,0
OTU2727,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,0,0,0,0
OTU2728,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
OTU2729,13,4,1,0,6,6,9,5,7,2,9,7,2,3,8,6,1,0,0,4,0,5,2,10,0,0,0,6,9,1,0,2,4,3,0,9,0,0,0
OTU2730,0,0,0,0,6,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
OTU2731,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0
OTU2733,1255,1429,211,12,1532,2303,2034,2163,1948,698,1065,2762,920,1283,586,1949,135,1,3,2798,107,467,149,1868,96,21,12,1343,315,76,16,236,1586,153,16,1719,157,32,32
OTU2734,11,16,0,0,13,21,12,22,19,1,8,30,5,6,7,13,0,0,0,13,0,3,0,25,1,0,0,17,1,0,0,1,10,1,0,10,2,0,0
OTU2735,1,2,0,0,1,12,8,12,4,0,1,6,4,2,1,4,1,0,0,6,0,0,0,1,0,0,0,3,0,0,0,0,7,0,0,6,0,0,0
OTU2736,3,2,0,0,1,5,8,2,4,0,1,8,4,4,0,5,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,3,0,0,3,0,0,0
OTU2737,273,343,86,3,363,421,517,431,408,183,298,574,228,129,235,371,32,1,2,359,35,182,38,354,50,5,1,299,126,21,2,69,352,80,4,365,53,7,13
OTU2738,53,61,28,0,44,67,48,70,44,37,28,79,64,36,11,79,21,2,0,74,2,24,12,50,4,1,0,45,13,7,0,6,60,6,0,53,6,2,1
OTU2739,81,103,1,0,95,145,148,152,107,21,69,192,38,49,45,74,4,0,1,94,7,28,12,105,3,0,0,60,13,5,1,38,102,6,1,77,6,1,4
OTU2740,3,1,0,0,2,2,3,2,2,1,5,1,2,1,16,2,1,0,0,0,3,1,2,3,2,1,1,2,1,0,0,5,0,5,1,1,2,0,2
OTU2741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0
OTU2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
OTU2743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2744,1,0,3,0,0,0,2,0,0,0,0,0,0,0,14,6,1,0,0,6,0,3,1,0,0,0,0,0,11,2,4,0,2,7,0,0,1,5,2
OTU2745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1
OTU2746,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2752,15,9,5,0,0,1,2,5,4,2,4,2,0,0,28,8,1,5,8,9,4,0,1,5,5,2,0,0,12,1,3,4,1,30,5,3,2,6,7
OTU2753,7,46,3,0,1,30,0,3,0,0,5,4,0,0,11,1,3,16,7,15,2,42,5,0,0,3,2,18,21,17,23,22,4,498,13,3,43,18,2
OTU2754,0,2,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,79,2,0,0,24,0
OTU2755,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,8,7,0,1,1,1
OTU2756,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,33,0,6,0,1,1,0,0
OTU2757,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,7,13,1,0,2,1,0,0,1,0,0,3,0,1,1,0,3,0,0,5,0,2
OTU2758,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1
OTU2759,13,17,3,0,24,20,29,24,20,8,16,33,9,21,8,27,3,0,0,29,0,17,3,13,2,0,0,13,5,1,0,9,30,0,0,33,2,2,0
OTU2760,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2761,3,2,5,0,0,1,2,0,0,0,0,0,0,0,1,2,2,2,3,4,3,0,1,1,0,2,0,2,17,1,3,5,2,8,4,0,3,0,4
OTU2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2764,12,8,1,0,3,12,15,14,16,1,12,27,3,1,3,10,2,0,0,18,0,5,0,12,0,0,0,11,2,0,1,3,5,3,0,9,1,0,1
OTU2765,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2766,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2767,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU2768,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,0,0,1,0
OTU2770,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2771,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2774,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0
OTU2775,0,0,2,1,0,0,0,1,2,0,6,1,12,0,20,3,31,1263,1422,0,168,873,1618,6,88,1201,268,2,86,470,2828,3103,2,133,1113,1,50,925,1727
OTU2776,248,220,14,6,270,271,288,310,225,113,359,255,97,126,626,81,54,36,16,180,136,129,57,298,104,28,4,180,191,30,26,140,110,226,15,172,127,17,18
OTU2777,41,46,22,1,28,32,30,47,51,67,170,51,46,9,380,29,296,97,22,48,375,71,35,107,354,52,25,54,421,51,62,88,28,507,38,24,469,46,44
OTU2778,196,208,12,0,182,207,210,224,191,115,84,199,182,168,41,324,25,0,0,237,9,30,3,144,11,5,1,159,36,1,0,8,259,15,0,227,20,0,1
OTU2779,90,60,20,2,83,78,115,55,88,38,119,108,27,32,214,43,35,4,0,76,71,45,10,120,69,4,3,74,117,8,3,20,31,87,1,72,49,5,2
OTU2780,130,71,3,0,101,115,156,87,149,21,104,177,32,34,91,66,4,0,0,136,3,14,1,181,5,0,0,80,15,1,0,5,61,18,0,87,10,0,0
OTU2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,233,0,1,17,239,0,0,112,37,1,0,43,227,235,0,1,186,0,0,82,196
OTU2782,47,76,2,0,80,98,97,112,93,25,49,135,31,31,18,78,3,0,0,87,0,12,6,71,1,1,0,54,15,2,0,3,61,4,0,69,4,1,1
OTU2783,0,0,2,0,0,0,0,1,1,0,2,0,1,0,6,0,3,131,68,0,20,84,100,0,13,117,35,2,10,66,200,146,0,14,126,0,3,95,120
OTU2784,115,70,6,0,49,64,75,54,64,40,46,70,42,34,58,39,24,0,0,54,32,6,1,77,23,0,0,66,54,1,0,3,66,41,1,63,19,0,1
OTU2785,54,69,2,0,64,85,101,135,85,8,34,85,33,36,27,55,0,0,0,99,2,13,3,82,3,2,0,62,6,0,0,1,85,4,0,65,2,0,0
OTU2786,46,52,5,0,61,71,71,77,76,23,50,58,32,26,54,23,6,0,1,40,12,28,6,68,7,1,0,38,17,8,1,19,29,32,0,40,13,1,0
OTU2787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,61,95,0,7,53,108,0,2,43,32,0,0,30,176,216,0,2,91,0,0,50,98
OTU2788,42,20,12,0,86,83,78,50,76,5,26,47,11,10,54,30,2,0,0,66,11,3,2,61,4,0,0,20,15,0,0,4,9,6,0,31,2,0,0
OTU2789,33,24,5,0,28,41,48,36,59,21,28,80,25,21,23,53,5,0,0,87,1,5,1,57,5,1,0,51,13,0,0,2,51,5,0,45,8,0,0
OTU2790,34,29,11,0,25,63,47,60,47,8,37,76,10,13,33,25,5,0,1,59,6,23,5,44,0,0,1,27,19,5,0,13,26,11,0,26,12,1,1
OTU2791,69,29,6,0,31,43,47,10,39,27,46,44,15,14,46,29,15,1,0,28,18,5,0,42,13,0,0,34,36,1,0,1,22,31,1,32,17,0,0
OTU2792,45,21,27,0,25,22,31,22,25,19,32,23,12,5,46,18,22,5,0,15,36,12,6,43,31,5,0,24,50,5,1,4,16,59,3,18,22,3,2
OTU2793,23,25,3,0,35,28,45,48,33,13,55,42,11,13,101,9,5,3,3,20,16,20,11,41,13,5,0,20,13,5,0,8,6,34,2,17,8,2,1
OTU2794,47,32,0,0,26,28,35,22,38,16,21,36,20,16,7,26,4,1,0,24,10,6,2,38,4,1,0,29,13,2,0,2,32,7,0,37,7,0,0
OTU2795,0,0,549,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,8,1,1,0,6,0,0,0,1,0,0,0,0,1,1,0,2,2,1
OTU2796,19,17,8,0,14,18,13,10,17,11,39,34,8,10,50,4,13,0,0,19,15,7,3,33,17,1,0,21,47,4,1,3,13,29,1,11,20,1,2
OTU2797,10,13,1,0,14,15,12,16,19,4,25,17,0,6,73,8,7,1,10,3,15,15,17,20,8,10,2,10,26,5,6,38,7,31,14,10,17,4,6
OTU2798,8,15,6,0,23,25,25,14,18,14,27,57,17,11,10,30,5,0,0,56,2,13,2,20,5,0,0,15,11,1,1,2,24,7,0,17,3,1,0
OTU2799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,61,0,0,12,34,0,0,44,8,0,0,11,147,39,0,0,22,0,0,42,47
OTU2800,18,13,2,0,30,24,35,15,28,4,37,26,5,2,71,7,3,0,0,11,6,4,2,30,6,0,0,13,17,0,1,1,13,22,0,12,6,1,0
OTU2801,19,9,1,0,25,17,24,19,25,1,37,18,0,9,81,6,3,0,0,13,12,3,1,38,1,0,0,15,13,0,0,1,4,18,0,9,3,0,0
OTU2802,11,12,0,0,11,24,25,18,24,8,21,45,22,18,3,29,0,0,0,35,0,2,0,27,1,0,0,23,0,2,0,0,25,0,0,31,2,0,0
OTU2803,8,4,5,0,7,8,4,2,10,1,19,10,1,0,44,1,10,5,2,2,28,14,12,16,33,2,0,6,43,4,5,11,3,41,1,3,19,1,2
OTU2804,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,46,27,0,12,28,9,0,6,38,4,0,5,12,51,56,0,6,24,0,1,23,34
OTU2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,0,0,8,46,0,0,38,11,0,0,8,54,32,0,1,24,0,0,19,37
OTU2806,12,10,0,0,13,23,29,19,21,9,22,25,11,7,11,19,1,0,0,12,2,4,2,18,3,0,0,14,8,1,0,3,14,3,1,16,2,0,0
OTU2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,19,1,9,24,20,0,7,30,3,0,7,11,51,35,0,6,17,0,1,16,18
OTU2808,17,8,3,0,15,16,10,15,20,13,14,16,15,4,11,16,2,0,0,18,1,3,0,16,3,1,0,13,7,0,0,0,12,5,0,13,4,0,0
OTU2809,1,4,1,0,4,2,4,7,2,1,15,4,2,0,41,0,10,0,0,2,10,2,1,10,16,1,0,4,43,1,0,1,1,74,1,2,22,0,1
OTU2810,12,6,5,0,4,12,12,13,24,9,14,22,16,3,8,12,1,0,0,38,2,4,1,20,0,0,0,9,4,0,0,2,15,1,0,11,3,0,0
OTU2811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,39,0,0,16,58,0,0,17,1,0,0,6,41,44,0,0,18,0,1,9,21
OTU2812,10,24,2,0,21,17,10,14,16,2,18,22,10,2,16,5,4,0,0,20,1,1,1,21,1,1,0,15,2,0,0,0,8,2,0,9,2,0,0
OTU2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,5,44,1,0,19,7,0,0,3,32,39,0,1,28,0,0,9,40
OTU2814,9,14,0,0,9,19,21,29,17,4,3,21,10,6,8,7,1,0,0,12,0,3,0,13,0,0,0,8,1,0,0,0,17,1,0,16,0,0,0
OTU2815,6,13,6,0,17,9,13,10,10,5,19,9,3,4,24,2,5,1,0,12,6,4,1,10,3,1,0,10,11,0,1,1,3,11,0,5,9,0,0
OTU2816,9,4,3,0,11,8,13,13,9,12,12,26,14,8,8,15,0,0,0,15,0,0,0,18,1,0,0,8,2,1,0,1,5,2,0,9,1,0,0
OTU2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,18,0,0,17,9,1,0,15,3,0,0,14,42,25,0,0,8,0,0,24,20
OTU2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,0,4,37,0,0,16,7,0,0,5,22,34,0,0,16,0,0,6,24
OTU2819,11,7,2,0,10,11,4,10,5,3,14,13,1,0,37,0,0,0,0,6,4,0,2,11,3,0,0,4,19,0,1,3,1,23,0,1,5,1,0
OTU2820,2,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,3,15,12,0,7,8,9,4,3,20,6,1,6,4,17,28,0,4,16,0,2,11,22
OTU2821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,45,0,0,7,12,0,0,27,3,0,0,1,37,13,0,0,12,0,0,15,23
OTU2822,14,6,1,0,12,7,17,12,15,2,17,20,2,1,11,3,4,0,0,8,1,0,0,12,1,0,0,4,4,1,0,0,8,1,0,13,0,0,0
OTU2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,7,12,0,0,17,10,0,0,15,9,16,0,0,25,0,0,16,21
OTU2824,9,8,1,0,10,11,8,15,9,2,8,8,8,0,11,8,2,0,0,5,1,1,0,8,1,0,0,4,8,0,0,1,3,3,0,8,6,0,0
OTU2825,11,8,0,0,11,9,13,10,12,2,5,11,3,4,5,4,0,0,0,8,1,9,6,5,0,0,0,8,1,0,0,4,6,2,0,6,0,1,0
OTU2826,2,1,2,0,1,0,1,5,3,2,7,2,2,1,26,2,2,0,0,1,11,1,0,4,8,0,0,0,26,0,0,2,2,35,0,0,5,0,0
OTU2827,2,4,1,0,3,2,10,5,2,4,8,9,1,2,12,2,5,0,0,8,1,1,4,4,5,1,0,2,10,1,0,1,7,8,0,5,3,0,1
OTU2828,8,5,1,0,4,6,6,7,2,3,8,2,3,0,25,4,0,0,0,1,1,0,0,1,0,0,0,2,5,2,1,2,0,13,0,2,4,0,0
OTU2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,3,7,3,0,2,3,1,0,2,2,12,28,0,3,4,0,0,8,5
OTU2830,2,1,0,0,1,1,1,1,0,1,7,1,1,0,10,0,2,6,0,0,8,1,0,4,13,2,0,0,4,0,2,5,0,9,1,0,2,2,3
OTU2831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0,0,1,7,0,0,8,0,0,1,0,15,22,0,3,4,0,0,2,11
OTU2832,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16,29,0,2,1,0,0,1,6,0,24,2,0,2,0,0,2,2
OTU2833,7,7,1,0,5,3,6,6,4,6,4,6,0,1,6,1,0,0,0,2,0,0,0,4,3,0,0,5,2,0,0,0,2,4,0,3,1,0,0
OTU2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,4,8,0,0,13,0,0,0,1,10,20,0,0,1,0,0,8,6
OTU2835,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,0,2,5,2,0,5,2,2,0,1,3,3,5,0,4,8,0,2,11,3
OTU2836,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,70,1,0,0,0,0,0,1,0,1,0,0,1,1,0
OTU2837,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OTU2838,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,1,0,0,2,0,1,1,0,0,1,0
OTU2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,5,7,0,0,5,1,0,0,1,10,10,0,0,6,0,0,1,8
OTU2840,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
OTU2841,3,7,0,0,1,2,3,4,4,1,6,11,3,3,1,1,0,0,0,3,0,0,0,7,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0
OTU2842,4,5,0,0,5,4,0,2,4,2,6,8,1,3,3,1,0,0,0,3,0,4,1,1,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0
OTU2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,5,6,0,0,3,1,0,0,0,2,15,0,1,4,0,0,3,8
OTU2844,4,3,4,0,2,7,4,1,2,0,5,1,1,9,1,2,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,4,1,0,0
OTU2845,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,12,1,31,0,0,0,0,0
OTU2846,1,2,0,0,0,0,2,1,1,0,2,1,0,0,9,0,0,0,3,1,3,3,0,0,0,0,0,1,2,0,0,4,0,14,0,1,3,0,1
OTU2847,5,0,0,0,2,3,2,0,4,1,2,3,0,1,4,1,0,0,0,2,2,2,0,6,0,0,0,2,0,0,1,0,1,2,0,5,1,0,0
OTU2848,3,2,0,0,1,0,1,1,0,0,3,1,0,0,11,3,0,0,0,1,0,3,1,3,3,0,0,2,1,0,0,0,0,9,0,0,0,0,0
OTU2849,0,2,0,0,2,2,1,0,1,1,4,4,0,0,9,0,0,0,0,0,1,1,0,3,4,0,0,0,1,0,0,0,0,7,0,2,3,0,0
OTU2850,0,2,1,0,2,1,0,0,8,0,3,4,2,3,3,3,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,4,1,0,0
OTU2851,1,4,0,0,1,2,3,5,7,1,0,5,0,2,1,3,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU2852,2,2,1,0,3,5,3,1,2,1,1,2,0,1,1,4,0,0,0,5,0,0,0,2,0,0,0,2,1,0,0,0,4,1,0,2,0,0,0
OTU2853,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,22,0,1,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0
OTU2854,2,1,9,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,0,1,2,2,0,1,3,0,0,0,0,0,2,1,0,4,0,0,2,0,0
OTU2855,3,0,0,0,0,4,6,1,3,0,4,6,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
OTU2856,2,0,0,0,0,4,2,2,1,0,1,1,1,2,1,2,0,0,0,5,0,3,1,2,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1
OTU2857,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2858,4,0,4,0,3,1,2,1,3,2,1,2,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0
OTU2859,2,2,1,0,3,0,1,2,2,0,2,1,2,0,3,1,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1
OTU2860,1,0,0,0,0,3,0,3,0,1,2,2,1,1,7,2,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
OTU2861,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2862,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1
OTU2863,2,1,2,0,3,0,0,5,1,0,0,1,0,0,4,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0
OTU2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,5,0,0,0,2,4,3,0,0,2,0,0,3,1
OTU2865,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0
OTU2866,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU2867,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU2868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,0,0
OTU2869,2,0,1,0,0,1,0,1,1,2,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
OTU2870,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0
OTU2871,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,1,0,0,4,0,0,0,0,0
OTU2872,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0
OTU2873,2,0,0,0,1,1,0,1,1,0,1,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU2874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,8,1,0,0,0,1
OTU2875,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2876,0,0,0,0,0,2,0,0,2,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
OTU2877,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0
OTU2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2880,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
OTU2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
OTU2883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
OTU2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1
OTU2886,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
